geoid,over_65,total
12099005412,1201,1645
25023501102,1201,3700
36061015502,1201,2887
36103190706,1201,2242
37183053506,1201,2566
45051040200,1201,2323
53029971400,1201,2097
12081002014,1200,2761
25017333100,1200,3088
37125950801,1200,2858
47157021352,1200,2589
06037300901,1199,2045
06041106002,1199,2275
12061050306,1199,1270
39153506100,1199,2793
04013040535,1198,2423
06013351105,1198,1257
06037702600,1198,2524
12071040128,1198,1348
41033361601,1198,2281
42041012400,1198,3017
45051051607,1198,2388
48157674100,1198,2345
25027754100,1197,2900
36029009113,1197,2658
06013338204,1196,2974
06045010700,1196,2632
06067008210,1196,2630
18057110814,1196,4491
22055001500,1196,2544
24510151100,1196,2792
34031223802,1196,2924
37019020518,1196,1757
42091201201,1196,2321
04013216807,1195,2315
06111006301,1195,2618
12011060111,1195,3028
12069031202,1195,3103
34003035100,1195,3086
36059412400,1195,3087
37019020204,1195,2913
42101034400,1195,3012
06075030700,1194,2685
12035060106,1194,2095
12061050808,1194,2135
12071010420,1194,3159
12081000604,1194,2299
12105012900,1194,2723
27037060104,1194,2852
27037060105,1194,2874
42129802101,1194,2153
53035090102,1194,2598
72119130500,1194,2291
08069002700,1193,3259
12073002414,1193,2116
12099005940,1193,1502
13121011419,1193,2786
25025140300,1193,2666
32003001004,1193,3056
36029008101,1193,3045
42125774700,1193,2226
04019004635,1192,2269
12103025004,1192,2709
12103025111,1192,1589
39099812200,1192,2671
06065042709,1191,2086
06075030400,1191,2193
12091020400,1191,2917
17031081300,1191,3853
24027606704,1191,2665
24031700723,1191,2014
32005001500,1191,2819
34009021100,1191,2535
36061003200,1191,4625
04015953100,1190,2245
12009065239,1190,1852
12089050205,1190,2047
12099007616,1190,1655
29189220602,1190,2502
39035181201,1190,2771
39085202800,1190,2675
51199051000,1190,2255
06111000903,1189,2169
36081152902,1189,2480
41015950302,1189,2415
42095018100,1189,2684
45013000902,1189,3586
55025010701,1189,2880
12015020303,1188,2191
12015021003,1188,1851
12081001904,1188,3225
12085000604,1188,2202
12099006908,1188,2028
17093890402,1188,3420
25017315200,1188,3456
26145010402,1188,2684
36055012900,1188,2323
47101970200,1188,3194
37081014407,1187,2499
53077001602,1187,4091
06013351103,1186,1257
12109021102,1186,2171
37133000105,1186,2839
45013001101,1186,1841
72065310500,1186,2554
05137950204,1185,1783
12071020104,1185,1509
12099001912,1185,1421
36059410500,1185,2727
04013216813,1184,2266
12099003101,1184,2486
17031802701,1184,2189
26055550900,1184,2243
42075002702,1184,2402
53017950300,1184,2861
12103028403,1183,1886
25009262100,1183,2710
34001011202,1183,2983
36103158304,1183,2360
47035970104,1183,1540
39061022302,1182,2607
12021010801,1181,1800
12099005936,1181,1499
25009268200,1181,2799
42101035900,1181,2192
04013422640,1180,2285
44003020603,1180,2914
47065011205,1180,3167
04015952007,1179,1910
06065044911,1179,2482
12011030302,1179,2570
12031016803,1179,2716
12111380400,1179,2694
17089851000,1179,2594
23023970500,1179,2716
25009252300,1179,2991
28121020208,1179,2206
42011013302,1179,2665
48499950602,1179,1998
06065043235,1178,3682
12117020805,1178,3676
15001021108,1178,2474
17197883504,1178,2203
24005400400,1178,2394
53011040909,1178,2202
06073011700,1177,2607
12101033005,1177,2356
12115002730,1177,1467
25005653301,1177,2242
32003003204,1177,2981
45013010200,1177,1791
06073010005,1176,2271
12127082512,1176,2525
23015975200,1176,2713
26165380500,1176,2605
34029718000,1176,3323
36029013702,1176,2697
42003491101,1176,2749
45051030104,1176,2699
04013040527,1175,1870
04013216843,1175,1807
09170151100,1175,2858
34029715702,1175,1565
36061016500,1175,3270
06095252317,1174,3357
10003016608,1174,2494
11001009000,1174,2383
12081002018,1174,2791
17179021500,1174,2793
45035010813,1174,3651
45043920504,1174,2149
12081000406,1173,1770
21111007501,1173,2904
25009210100,1173,2543
36061003800,1173,4564
36081122702,1173,2903
37081017200,1173,3437
53029972000,1173,1868
37101041001,1172,4036
39089754104,1172,2596
42017104502,1172,3018
44005040400,1172,2629
04019004623,1171,2952
05119003303,1171,2337
25009269100,1171,2588
42007603202,1171,2895
45055970500,1171,2333
48091310901,1171,4065
55025011600,1171,3062
01003011201,1170,2072
12069030405,1170,2547
12127080101,1170,2011
15003008005,1170,2191
12015020205,1169,2194
12023110604,1169,2722
12085001404,1169,2497
12127083005,1169,1858
36061028300,1169,3278
37019020508,1169,1602
45079011413,1169,4461
47163041200,1169,2993
04021001405,1168,1882
09170142605,1168,2386
12101031604,1168,2961
15009030406,1168,2570
36059519702,1168,2005
06059075604,1167,2627
36005030701,1167,2413
36059300600,1167,2404
39019720300,1167,2308
47065011311,1167,3503
04019004648,1166,2820
13113140404,1166,2838
36005035800,1166,2700
42129803301,1166,2746
51067020400,1166,2642
04015953800,1165,3197
08077001402,1165,2249
12009066900,1165,2873
12115002401,1165,1765
34029733002,1165,1641
36061013603,1165,2592
36061018300,1165,3751
36085014604,1165,2329
40047001302,1165,1628
45043920502,1165,2147
06059063004,1164,2942
06085506503,1164,2704
13095010401,1164,2968
24033803521,1164,2926
28121021001,1164,2544
36061010802,1164,2144
42017102700,1164,2205
53005010815,1164,3591
72069180600,1164,2083
04019004071,1163,2484
12021000401,1163,1344
25009206900,1163,2634
26049012702,1163,2596
48091310703,1163,3581
53017950400,1163,2760
06037408402,1162,1932
06059001501,1162,2124
06065044927,1162,1912
09170154700,1162,2337
12011060124,1162,2776
12071040111,1162,1391
12071050325,1162,1729
23031028004,1162,1703
37089931500,1162,1796
55013970400,1162,2111
04025001402,1161,2010
06009000221,1161,2187
06085507301,1161,2434
12099006402,1161,1989
12099007838,1161,3139
34005703600,1161,2751
36061014402,1161,3730
37105030402,1161,2808
48157672902,1161,2543
48339692402,1161,4486
06111005901,1160,2185
12023110904,1160,2495
12069031108,1160,1433
12071010302,1160,2854
17167003604,1160,2494
36059300700,1160,3445
42133020710,1160,2945
55079150303,1160,2216
24027605602,1159,3109
41033360300,1159,2251
45013002103,1159,4011
04013030402,1158,1928
35007950700,1158,2189
36047060000,1158,2697
36081103900,1158,2367
42101011800,1158,2100
53061053302,1158,2556
12015030506,1157,1860
20091053302,1157,2617
25001014900,1157,1840
26099230602,1157,2342
34027042602,1157,2842
36061000202,1157,3191
48455950400,1157,2003
06037301100,1156,2785
06057000504,1156,2297
06109005101,1156,2611
09170190302,1156,2248
12099000219,1156,3364
12115001204,1156,2492
18005010600,1156,2244
26049010603,1156,2573
34003032103,1156,2526
06005000401,1155,2221
08041007206,1155,2821
12011060608,1155,3228
37003040400,1155,2622
45019003106,1155,3782
48453036900,1155,1923
72025200302,1155,2519
72079850102,1155,2294
12053041601,1154,1722
12099000904,1154,1967
12101032804,1154,1586
12127082605,1154,2019
15003004500,1154,2186
16001010234,1154,2333
17031829904,1154,2187
25001014800,1154,1890
41039000100,1154,2136
72095951400,1154,2478
06037574500,1153,2348
06061021131,1153,2167
06065041910,1153,3030
15001021014,1153,2758
17031823803,1153,2608
36061001501,1153,3398
56029965200,1153,2660
04013216826,1152,2574
06065043316,1152,1572
12011010601,1152,2964
12103027503,1152,1882
15001021300,1152,2275
34031124500,1152,2682
36005021302,1152,2361
39029950500,1152,2724
42091206107,1152,2853
51550020700,1152,2271
72031050113,1152,2290
04013616400,1151,3118
04027011112,1151,1577
12111382129,1151,2891
12115002604,1151,1609
18089042703,1151,2348
29095013613,1151,1395
29189217702,1151,2752
34025809703,1151,1832
39151713501,1151,2593
41007950900,1151,3048
45083021902,1151,3337
04013420116,1150,1752
06013351104,1150,1232
12021010604,1150,1508
12083000809,1150,1216
27053027300,1150,2149
39085205100,1150,2882
51161030300,1150,2865
72145560600,1150,2193
06111002500,1149,2499
12015021002,1149,1743
12099007505,1149,2170
12109020905,1149,3943
24045010800,1149,2401
25013810412,1149,2479
36083052502,1149,2489
06081602400,1148,2725
12031013723,1148,4837
12115001510,1148,2274
17043844602,1148,2322
24041960700,1148,1801
27053023502,1148,2676
35001003807,1148,2122
39035189111,1148,3091
34009022102,1147,3235
34029722200,1147,1502
44007011902,1147,2168
48157671700,1147,1868
18095011200,1146,2649
19099040400,1146,2522
24047951102,1146,1692
25009220101,1146,1856
34025810503,1146,2542
36107020300,1146,2774
39151712201,1146,2341
06083000700,1145,2307
12009069904,1145,2269
36119010803,1145,2011
39035184108,1145,2668
42091200605,1145,2300
44007011600,1145,2416
04025000802,1144,1987
17085020300,1144,2579
39151711600,1144,2741
42003456004,1144,2609
42017100807,1144,1677
42071011904,1144,2119
53031950301,1144,1929
04025001601,1143,2478
09140343300,1143,2648
12095014100,1143,2451
12099000304,1143,2557
36029013101,1143,2938
39035160500,1143,2180
45091061004,1143,4038
53041971700,1143,2167
23005004002,1142,2798
34009021300,1142,1901
36061007800,1142,4685
41005021700,1142,2772
12057011414,1141,3320
12071020103,1141,1402
12103026909,1141,2108
12115002013,1141,1831
17031330102,1141,6366
24035810800,1141,2540
34031182800,1141,1732
39085201300,1141,1982
48201555304,1141,3034
72115330100,1141,2665
06065049102,1140,1886
12069030914,1140,2288
17031808100,1140,1799
36061016700,1140,3231
37175960401,1140,1978
42003414102,1140,2812
48029150900,1140,2455
51145500201,1140,2726
12015010301,1139,1787
24043011100,1139,2910
32003005347,1139,2913
41047002701,1139,2380
53063004601,1139,2331
21111011708,1138,2575
24025303501,1138,2854
29189219601,1138,2179
37191001301,1138,2846
39061024001,1138,2576
44007011500,1138,2719
45073030302,1138,2242
48113011003,1138,1698
53033032218,1138,2372
72031050232,1138,1847
30013001900,1137,2620
36029013002,1137,2588
36029013701,1137,3006
48029181902,1137,4093
12017450705,1136,2126
12113010900,1136,2757
17031251400,1136,2109
39155921500,1136,2822
42033330400,1136,2507
42063960700,1136,2616
12071010309,1135,2066
12111382014,1135,2618
18073100902,1135,2908
21059000900,1135,2589
25023561400,1135,2666
36067016300,1135,2897
41051010200,1135,2922
42011010903,1135,2541
42073010800,1135,2513
06065045216,1134,1296
12071010112,1134,1359
32029970200,1134,1874
34021004316,1134,1902
34023003601,1134,2510
42039111800,1134,2497
72063210504,1134,2440
06075035400,1133,2444
12071010307,1133,3479
12105012113,1133,2383
26017285800,1133,2592
36055013101,1133,3077
41033361000,1133,1975
72043954700,1133,2559
06001430200,1132,2326
12027010101,1132,1778
12097043700,1132,4505
36065024500,1132,2321
39017001001,1132,2443
47037018000,1132,2656
25015821101,1131,3220
46103011400,1131,3379
12069031208,1130,1708
20177002602,1130,2848
25001013200,1130,2303
25001013500,1130,2699
25021422202,1130,3301
39041011710,1130,2511
42017100207,1130,2089
04015952400,1129,1801
21111010405,1129,2204
25025000401,1129,2846
32003000106,1129,1963
34015501603,1129,2693
41047010701,1129,3300
04013061045,1128,2975
04019004436,1128,2011
12081000204,1128,1383
12081000814,1128,1954
17031823602,1128,2738
25017382602,1128,2311
36081085500,1128,2571
04015954900,1127,1906
12069030507,1127,3462
12103025311,1127,1957
17031750500,1127,1980
36061017000,1127,3352
36093021802,1127,2274
41009970500,1127,2659
42005950500,1127,2449
05009790400,1126,2408
06037401312,1126,1844
06059042323,1126,2120
12009069400,1126,2541
12011010308,1126,2126
12015010401,1126,1639
12117022106,1126,3327
21145031402,1126,2449
31111960500,1126,2316
36005051601,1126,2081
39173020401,1126,2883
45091061009,1126,3992
04013613100,1125,1482
04015950708,1125,2119
09190205300,1125,2515
12011020204,1125,2689
12099005922,1125,2450
12103025122,1125,2074
17031824107,1125,2754
18089042803,1125,2200
18091041600,1125,2765
41071030102,1125,3437
48439113210,1125,3120
50015953600,1125,2462
12001001702,1124,2388
22033003400,1124,2136
25027713100,1124,2944
26081011804,1124,2090
26145012003,1124,2159
27053021602,1124,2678
32003005338,1124,1228
40137000101,1124,2456
41039000705,1124,2086
47037018102,1124,2077
48491020115,1124,2340
12101032009,1123,3418
23009966700,1123,2751
29031881200,1123,2919
34021003004,1123,2363
39011040400,1123,3010
04019004714,1122,2691
10005050708,1122,1885
12011110309,1122,2996
13113140207,1122,2596
34003029200,1122,2423
36113070603,1122,2066
51059470900,1122,2901
51161030206,1122,2060
12015020402,1121,2689
12099007772,1121,2065
18021040200,1121,2521
24001002300,1121,2493
39029950300,1121,2334
39099812602,1121,2464
48029121204,1121,4085
12083001011,1120,1825
12083001403,1120,2802
12117020707,1120,2886
34029720203,1120,1939
47051960201,1120,2711
48029191807,1120,5430
06081601603,1119,2077
12127090701,1119,2230
17201003805,1119,2842
19113000102,1119,2555
72017590300,1119,2659
05005950300,1118,2458
12095017111,1118,7096
12117022101,1118,3525
17133600401,1118,3161
34017000902,1118,2527
39151712102,1118,3331
72025202602,1118,2775
06059063007,1117,2702
06073009504,1117,2284
06073011902,1117,1812
12069030302,1117,1891
12115002003,1117,2645
24003740103,1117,3368
26099225300,1117,2244
32003005705,1117,1813
36029010002,1117,2197
47113001612,1117,3054
51041100926,1117,2447
51069051102,1117,2756
06037670702,1116,2022
08013012904,1116,2679
12009064123,1116,3013
12019030205,1116,5873
12031014423,1116,7632
12097041102,1116,2892
39101010201,1116,2352
45007010800,1116,2281
47009010200,1116,3287
06065044605,1115,2570
08013013508,1115,3143
12035060105,1115,2091
12115002201,1115,1650
19059451100,1115,2202
29077004802,1115,3426
34025810202,1115,2732
42095015500,1115,2479
42129802301,1115,2443
06061020200,1114,2756
09170184700,1114,2544
12099006009,1114,1263
13067030602,1114,2995
17031823801,1114,2143
18003011603,1114,2720
37081016101,1114,2053
39165032003,1114,3515
42101035800,1114,2378
45019003115,1114,2777
53035940100,1114,2797
04001970502,1113,1897
12021010209,1113,1536
12021010902,1113,1751
12115002720,1113,1551
25017368901,1113,2837
37189920703,1113,2756
41005024200,1113,2877
41047010702,1113,2869
42125755100,1113,2366
48201455300,1113,5453
55071000300,1113,2368
72065310400,1113,2609
01003011104,1112,3194
04025002003,1112,1939
06001428200,1112,2718
12127082503,1112,2505
37085070402,1112,3014
42029303302,1112,2105
44007011800,1112,2851
06007000904,1111,2599
21111011605,1111,3204
34029731206,1111,1588
34039038601,1111,3097
36029013501,1111,2944
42017105510,1111,2875
42041011102,1111,2282
47063100600,1111,3245
51031020101,1111,2471
01117030216,1110,3192
06037430502,1110,2964
09140362102,1110,2367
17031460500,1110,2739
27123041500,1110,2385
30089000100,1110,1927
36081028100,1110,2516
39043040300,1110,2524
42003407002,1110,2815
42085031200,1110,2627
12055961402,1109,1391
13073030108,1109,2319
17043846002,1109,2595
32003003306,1109,1912
42043022601,1109,2693
44003020101,1109,3246
04013420214,1108,2296
06037504200,1108,2395
06065045214,1108,2305
12057014118,1108,2055
12097042800,1108,4830
12115002723,1108,1378
24045010300,1108,3241
35043010602,1108,1797
36081104700,1108,2743
39035117201,1108,2079
41071030702,1108,3051
48029121604,1108,3526
51059461100,1108,2589
51770002100,1108,1864
04013216859,1107,2734
06059032061,1107,2190
06059052417,1107,2489
12053041502,1107,1781
12071010308,1107,2192
25003912100,1107,2831
36067011401,1107,2917
39113125000,1107,2752
41029001802,1107,1914
42079211101,1107,2457
06097150609,1106,2167
20173008400,1106,2029
20173010107,1106,1870
26125130700,1106,2618
36085029104,1106,2337
39055311800,1106,3169
05005950900,1105,2440
06019004212,1105,4821
06041115000,1105,2830
09180701100,1105,3185
17031802402,1105,2333
17119401800,1105,2620
29077004201,1105,2184
33015059000,1105,3023
37065021200,1105,2275
53073010405,1105,1757
55105001202,1105,2503
06037403408,1104,1939
09140348124,1104,1376
12009062113,1104,2354
25023530400,1104,2233
26081011302,1104,2840
29189217841,1104,2236
34029734003,1104,2670
36081006202,1104,2312
41017001301,1104,2472
48091310801,1104,2678
72127010100,1104,2212
04013422626,1103,1431
06037702102,1103,3601
12087971900,1103,2665
16083000701,1103,3824
24005403402,1103,2395
25005645103,1103,2321
29189215201,1103,2871
32003005844,1103,2545
33005971500,1103,2399
34015500601,1103,2980
34019010100,1103,2278
34025806501,1103,2077
41029003002,1103,2099
42019911800,1103,3206
47059090300,1103,2533
48201340302,1103,2500
51003011000,1103,2595
56005000600,1103,2564
04025000405,1102,1850
06037300702,1102,2014
12009061201,1102,3213
12115002510,1102,1871
42101033800,1102,2528
04003002100,1101,2009
08069001812,1101,2566
12011030806,1101,2218
36047091000,1101,2585
36087011200,1101,2290
41005022000,1101,2864
41005022101,1101,2533
51165011802,1101,2516
08077001900,1100,2209
12069030917,1100,3042
23005017308,1100,1998
24027603004,1100,2731
27053026404,1100,2698
39139002300,1100,2649
49053270702,1100,2360
55087011600,1100,3045
06037310100,1099,1908
12057013925,1099,2178
55035000302,1099,3394
55097960500,1099,3066
06037267901,1098,1890
06037543603,1098,1509
06061021802,1098,2454
18081611400,1098,2974
24003731303,1098,2435
24031700901,1098,3007
06081601605,1097,1902
06081603400,1097,2035
08069001706,1097,2637
08077001502,1097,3055
09140346101,1097,2747
12071020501,1097,1674
12086007705,1097,2614
12103024512,1097,1649
32031001015,1097,2243
34003011400,1097,2379
35015000600,1097,3016
44007012200,1097,2954
48085031412,1097,2752
12086017402,1096,1987
15003007507,1096,1924
17031020301,1096,2093
